DateTime,Mote,Temp,Mic,RF,AQ,Motion
2/23 5:27:59,26,18.22,514,119,OFF,0
2/23 5:28:0,26,18.22,508,144,OFF,0
2/23 5:28:1,26,18.22,511,199,OFF,0
2/23 5:28:2,26,18.52,514,233,OFF,0
2/23 5:28:4,26,18.22,514,184,OFF,0
2/23 5:28:5,26,18.22,512,266,OFF,0
2/23 5:28:6,26,18.52,514,122,OFF,0
2/23 5:28:7,26,18.22,516,167,OFF,0
2/23 5:28:8,26,18.52,517,122,OFF,0
2/23 5:28:9,26,18.52,516,219,OFF,0
2/23 5:28:10,26,18.22,515,114,OFF,0
2/23 5:28:11,26,17.93,514,172,OFF,0
2/23 5:28:12,26,17.93,512,124,OFF,0
2/23 5:28:13,26,18.52,512,147,OFF,0
2/23 5:28:14,26,18.22,517,120,OFF,0
2/23 5:28:15,26,18.22,514,165,OFF,0
2/23 5:28:16,26,18.22,515,147,OFF,0
2/23 5:28:17,26,18.22,515,115,OFF,0
2/23 5:28:18,26,18.52,510,365,OFF,0
2/23 5:28:19,26,18.22,511,369,OFF,0
2/23 5:28:20,26,18.52,513,366,OFF,0
2/23 5:28:21,26,18.22,514,365,OFF,0
2/23 5:28:22,26,18.52,515,367,OFF,0
2/23 5:28:23,26,18.52,514,367,OFF,0
2/23 5:28:24,26,18.22,517,364,OFF,0
2/23 5:28:25,26,17.93,515,123,OFF,0
2/23 5:28:26,26,18.22,517,263,OFF,0
2/23 5:28:27,26,18.22,514,123,OFF,0
2/23 5:28:28,26,18.22,511,143,OFF,0
2/23 5:28:29,26,18.52,510,117,OFF,0
2/23 5:28:30,26,18.52,515,184,OFF,0
2/23 5:28:31,26,18.52,512,116,OFF,0
2/23 5:28:32,26,18.22,515,183,OFF,0
2/23 5:28:33,26,18.52,512,118,OFF,0
2/23 5:28:34,26,18.22,510,120,OFF,0
2/23 5:28:35,26,18.52,517,178,OFF,0
2/23 5:28:36,26,18.52,512,119,OFF,0
2/23 5:28:37,26,18.52,510,362,OFF,0
2/23 5:28:38,26,18.81,514,363,OFF,0
2/23 5:28:39,26,17.93,509,363,OFF,0
2/23 5:28:40,26,18.52,515,363,OFF,0
2/23 5:28:41,26,18.52,514,263,OFF,0
2/23 5:28:42,26,18.52,513,122,OFF,0
2/23 5:28:43,26,18.22,514,136,OFF,0
2/23 5:28:44,26,18.22,515,170,OFF,0
2/23 5:28:45,26,18.52,517,168,OFF,0
2/23 5:28:46,26,18.22,513,113,OFF,0
2/23 5:28:47,26,18.52,515,120,OFF,0
2/23 5:28:48,26,18.52,514,123,OFF,0
2/23 5:28:49,26,18.52,515,180,OFF,0
2/23 5:28:50,26,18.22,511,184,OFF,0
2/23 5:28:51,26,18.22,510,142,OFF,0
2/23 5:28:52,26,18.52,512,193,OFF,0
2/23 5:28:53,26,18.52,512,118,OFF,0
2/23 5:28:54,26,18.52,515,178,OFF,0
2/23 5:28:55,26,18.52,515,133,OFF,0
2/23 5:28:56,26,18.52,517,117,OFF,0
2/23 5:28:57,26,18.22,514,194,OFF,0
2/23 5:28:58,26,18.22,516,152,OFF,0
2/23 5:28:59,26,18.22,513,188,OFF,0
2/23 5:29:0,26,18.22,516,153,OFF,0
2/23 5:29:1,26,18.52,514,129,OFF,0
2/23 5:29:2,26,18.22,517,120,OFF,0
2/23 5:29:3,26,18.52,511,256,OFF,0
2/23 5:29:4,26,18.52,515,113,OFF,0
2/23 5:29:5,26,18.52,512,118,OFF,0
2/23 5:29:6,26,18.22,513,118,OFF,0
2/23 5:29:7,26,18.22,517,157,OFF,0
2/23 5:29:8,26,18.22,515,123,OFF,0
2/23 5:29:9,26,18.52,512,115,OFF,0
2/23 5:29:10,26,18.52,512,115,OFF,0
2/23 5:29:11,26,18.52,516,114,OFF,0
2/23 5:29:12,26,18.22,515,116,OFF,0
2/23 5:29:13,26,18.52,512,121,OFF,0
2/23 5:29:14,26,18.52,513,120,OFF,0
2/23 5:29:15,26,18.52,513,138,OFF,0
2/23 5:29:16,26,18.52,514,170,OFF,0
2/23 5:29:17,26,18.52,513,233,OFF,0
2/23 5:29:18,26,18.81,513,129,OFF,0
2/23 5:29:19,26,18.52,513,152,OFF,0
2/23 5:29:20,26,18.22,513,192,OFF,0
2/23 5:29:21,26,18.81,513,113,OFF,0
2/23 5:29:22,26,18.22,514,168,OFF,0
2/23 5:29:23,26,18.52,512,114,OFF,0
2/23 5:29:24,26,18.52,512,159,OFF,0
2/23 5:29:25,26,18.52,510,140,OFF,0
2/23 5:29:26,26,18.22,511,177,OFF,0
2/23 5:29:27,26,17.93,517,185,OFF,0
2/23 5:29:28,26,18.52,512,172,OFF,0
2/23 5:29:29,26,18.52,513,172,OFF,0
2/23 5:29:30,26,18.22,517,119,OFF,0
2/23 5:29:31,26,18.22,513,120,OFF,0
2/23 5:29:32,26,18.52,513,117,OFF,0
2/23 5:29:33,26,18.22,517,116,OFF,0
2/23 5:29:34,26,18.22,513,121,OFF,0
2/23 5:29:35,26,18.22,516,177,OFF,0
2/23 5:29:36,26,18.52,516,114,OFF,0
2/23 5:29:37,26,18.52,515,112,OFF,0
2/23 5:29:38,26,18.52,512,175,OFF,0
2/23 5:29:39,26,18.52,515,122,OFF,0
2/23 5:29:40,26,18.22,516,185,OFF,0
2/23 5:29:41,26,18.52,516,118,OFF,0
2/23 5:29:42,26,18.52,514,117,OFF,0
2/23 5:29:43,26,18.22,517,120,OFF,0
2/23 5:29:44,26,18.22,512,172,OFF,0
2/23 5:29:45,26,18.22,513,177,OFF,0
2/23 5:29:46,26,18.81,515,157,OFF,0
2/23 5:29:47,26,18.22,509,260,OFF,0
2/23 5:29:48,26,17.93,515,167,OFF,0
2/23 5:29:49,26,18.52,510,192,OFF,0
2/23 5:29:50,26,18.52,514,119,OFF,0
2/23 5:29:51,26,18.22,515,122,OFF,0
2/23 5:29:52,26,18.22,514,119,OFF,0
2/23 5:29:53,26,18.52,513,125,OFF,0
2/23 5:29:54,26,18.52,513,114,OFF,0
2/23 5:29:55,26,17.93,514,131,OFF,0
2/23 5:29:56,26,18.52,515,172,OFF,0
2/23 5:29:57,26,18.52,513,119,OFF,0
2/23 5:29:58,26,18.52,517,122,OFF,0
2/23 5:29:59,26,18.22,511,121,OFF,0
2/23 5:30:0,26,18.52,515,124,OFF,0
2/23 5:30:1,26,18.52,519,129,OFF,0
2/23 5:30:2,26,18.52,510,123,OFF,0
2/23 5:30:3,26,18.52,516,186,OFF,0
2/23 5:30:4,26,17.93,510,209,OFF,0
2/23 5:30:5,26,18.52,514,119,OFF,0
2/23 5:30:6,26,18.22,515,128,OFF,0
2/23 5:30:7,26,18.22,521,186,OFF,0
2/23 5:30:8,26,18.52,514,154,OFF,0
2/23 5:30:9,26,18.52,513,129,OFF,0
2/23 5:30:10,26,18.22,512,132,OFF,0
2/23 5:30:11,26,18.22,512,122,OFF,0
2/23 5:30:12,26,18.52,516,178,OFF,0
2/23 5:30:13,26,19.10,519,167,OFF,0
2/23 5:30:14,26,17.93,517,117,OFF,0
2/23 5:30:15,26,18.22,519,116,OFF,0
2/23 5:30:16,26,18.22,509,120,OFF,0
2/23 5:30:17,26,18.22,520,120,OFF,0
2/23 5:30:18,26,18.52,514,118,OFF,0
2/23 5:30:19,26,18.52,516,121,OFF,0
2/23 5:30:20,26,18.52,514,163,OFF,0
2/23 5:30:21,26,18.22,514,119,OFF,0
2/23 5:30:22,26,18.22,514,179,OFF,0
2/23 5:30:24,26,18.22,519,147,OFF,0
2/23 5:30:25,26,18.22,516,148,OFF,0
2/23 5:30:26,26,18.22,517,208,OFF,0
2/23 5:30:27,26,18.22,514,170,OFF,0
2/23 5:30:28,26,18.52,517,118,OFF,0
2/23 5:30:29,26,18.52,513,190,OFF,0
2/23 5:30:30,26,18.22,515,209,OFF,0
2/23 5:30:31,26,18.52,513,177,OFF,0
2/23 5:30:32,26,18.52,515,123,OFF,0
2/23 5:30:33,26,18.52,513,117,OFF,0
2/23 5:30:34,26,18.22,517,119,OFF,0
